Program ID,Facility Name,Town,County,Withdrawal Category,Withdrawal Type,Reporting Year,Average Day Withdrawal (MGD),Maximum Day Withdrawal (MGD),Easting,Northing
WWR0000216,"Canaseraga, Vg",Burns (T),Allegany,Public Water Supply,Groundwater; Surface Water,2017,0.06,0.29,271633,4704735
WWR0000217,"Candor, Vg",Candor (T),Tioga,Public Water Supply,Groundwater,2017,0.1,0.12,389270,4676468
WWR0000218,"Canisteo, Vg",Canisteo (T),Steuben,Public Water Supply,Groundwater,2017,0.25,0.44,285086,4683330
WWR0000219,"Canton, Vg",Pierrepont (T),St. Lawrence,Public Water Supply,Groundwater,2017,0.53,0.71,486421,4938005
WWR0000220,"Cape Vincent, Vg",Cape Vincent (T),Jefferson,Public Water Supply,Surface Water,2017,0.45,1.04,393068,4886822
WWR0000221,Capital Hills at Albany Golf Course,Albany (C),Albany,Recreational - Golf Course,Surface Water,2017,0.05,0.25,596642,4722755
WWR0001827,Cargill Salt - Cayuga Mine,Lansing (T),Tompkins,Industrial,Surface Water,2017,0.09,0.24,374818,4710664
WWR0000223,Cargill Salt - Watkins Glen,Dix (T),Schuyler,Industrial,Groundwater; Surface Water,2017,9.09,11.66,346374,4694077
WWR0001905,Carmel Water District #12,Carmel (T),Putnam,Public Water Supply,Groundwater,2017,0.05,0.12,603270,4578091
WWR0000225,Carmel Water District #2,Carmel (T),Putnam,Public Water Supply,Surface Water,2017,0.82,1.3,610656,4586418
WWR0000226,Carmel Water District #3,Carmel (T),Putnam,Public Water Supply,Groundwater,2017,0.09,0.14,601354,4580929
WWR0000228,Carmel Water District #8,Carmel (T),Putnam,Public Water Supply,Surface Water,2017,0.25,0.48,606707,4581173
WWR0000227,Carmel Water District #9,Carmel (T),Putnam,Public Water Supply,Groundwater,2017,0.04,0.05,603707,4581067
WWR0000229,Carrollton Water District,Carrollton (T),Cattaraugus,Public Water Supply,Groundwater,2017,0.04,0.09,199477,4659343
WWR0000230,Carsada Dairy,Malone (T),Franklin,Agricultural,Groundwater,2017,0.08,0.09,552095,4966202
WWR0000231,Carthage Energy LLC,Wilna (T),Jefferson,Power - Fossil Fuel,Surface Water,2017,0.72,22,450199,4870304
WWR0000296,"Carthage Paperboard, Inc",Champion (T),Jefferson,Industrial,Surface Water,2017,0.37,1,450475,4869665
WWR0000232,"Carthage/West Carthage, Vgs",Croghan (T),Lewis,Public Water Supply,Surface Water,2017,0.6,0.65,451431,4869809
WWR0001916,Carver Sand and Gravel - Masick,MIddleburgh (T),Schoharie,Mine Dewatering,Groundwater; Surface Water,2017,0.89,1.26,556155,4720449
WWR0001909,Cascades Tissue Group,Halfmoon (T),Saratoga,Industrial,Surface Water; Purchase,2017,0.3,0.79,607351,4749132
WWR0000235,Casperkill Golf Club,Poughkeepsie (T),Dutchess,Recreational - Golf Course,Surface Water,2017,0.04,0.1,590132,4611445
WWR0000236,"Cassadaga, Vg",Stockton (T),Chautauqua,Public Water Supply,Groundwater,2017,0.08,0.1,144842,4696816
WWR0001904,Castle Point,Wappinger (T),Dutchess,Public Water Supply,Groundwater,2017,0.05,0.1,586454,4599625
WWR0000237,Castleton Power,Schodack (T),Rensselaer,Power - Fossil Fuel,Groundwater; Surface Water,2017,0.14,0.54,603030,4710477
WWR0000238,"Castleton, Vg",Schodack (T),Rensselaer,Public Water Supply,Groundwater,2017,0.13,0.2,602082,4709089
WWR0000239,Catamount Ski Area,Copake (T),Columbia,Recreational - Snow Making,Surface Water,2017,0.2,6,625678,4669779
WWR0000241,"Cato, Vg",Cato (T),Cayuga,Public Water Supply,Groundwater; Purchase,2017,0.02,0.02,372371,4780107
WWR0000242,Catskill Golf Club,Catskill (T),Greene,Recreational - Golf Course,Groundwater; Surface Water,2017,0.05,0.08,592109,4677077
WWR0000244,"Catskill, Vg",Coxsackie (T),Greene,Public Water Supply,Surface Water,2017,1.01,1.3,593623,4674885
WWR0000245,Cattaraugus County Department of Public Works,Little Valley (T),Cattaraugus,Commercial,Groundwater,2017,0.24,0.47,185343,4684303
WWR0000246,Cattaraugus Vg,New Albion (T),Cattaraugus,Public Water Supply,Groundwater; Surface Water,2017,0.19,0.25,181229,4693681
WWR0000247,Cavallaro Farms,Goshen (T),Orange,Agricultural,Groundwater,2017,0,0,549810,4575465
WWR0000248,Cavalry Golf Club,Manlius (T),Onondaga,Recreational - Golf Course,Surface Water,2017,0.05,0.25,418395,4761631
WWR0000012,Cayuga Operating Company,Lansing (T),Tompkins,Power - Fossil Fuel,Surface Water; Purchase,2017,73.49,243.36,365917,4717942
WWR0000250,Cazenovia Country Club,Cazenovia (T),Madison,Recreational - Golf Course,Surface Water,2017,0.03,0.08,431557,4750355
WWR0000251,"Cazenovia, Vg",Cazenovia (T),Madison,Public Water Supply,Groundwater,2017,0.25,0,430439,4753348
WWR0000253,Cedar Valley,Pawling (T),Dutchess,Public Water Supply,Groundwater,2017,0.02,0.12,617047,4601008
WWR0000256,Centennial Golf Club,Carmel (T),Putnam,Recreational - Golf Course,Groundwater; Surface Water,2017,0.12,0.4,612406,4587403
WWR0000257,Centerpointe Golf Course,Canandaigua (T),Ontario,Recreational - Golf Course,Groundwater; Surface Water,2017,0.02,0.16,310686,4754543
WWR0001832,Central Bridge W.D.,Schoharie (T),Schoharie,Public Water Supply,Surface Water,2017,0.05,0.1,552471,4729505
WWR0001204,"Central Water District (Perrysburg,Tn)",Perrysburg (T),Cattaraugus,Public Water Supply,Groundwater,2017,0.04,0.07,170887,4708063
WWR0000259,Century Country Club,Harrison (T),Westchester,Recreational - Golf Course,Surface Water,2017,0.06,0.08,607087,4543784
WWR0000262,Cha-liz Farm,Chazy (T),Clinton,Agricultural,Groundwater,2017,0.11,0.11,620768,4964885
WWR0000263,Champion Hills Country Club,Victor (T),Ontario,Recreational - Golf Course,Groundwater,2017,0.12,0.58,302429,4764446
WWR0001956,"Champion, Tn",Champion (T),Jefferson,Public Water Supply,Groundwater,2017,0.04,0.15,450290,4868505
WWR0000264,"Champlain, Vg",Champlain (T),Clinton,Public Water Supply,Groundwater,2017,0.12,0.46,622586,4982270
WWR0000266,Chase Farm,Perinton (T),Monroe,Agricultural,Surface Water,2017,0,,305879,4769027
WWR0000268,Chateaugay Correctional Facility,Chateaugay (T),Franklin,Institutional,Groundwater,2017,0,0,574474,4975127
WWR0000270,"Chateaugay, Vg",Chateaugay (T),Franklin,Public Water Supply,Surface Water,2017,0.48,0.28,572759,4975252
WWR0000271,"Chatham, Vg",Ghent (T),Columbia,Public Water Supply,Groundwater,2017,0.3,0.6,615717,4691109
WWR0000274,Chautauqua Utility District,Chautauqua (T),Chautauqua,Public Water Supply,Surface Water,2017,0.13,0.46,131250,4682804
WWR0000275,Chazy Water District,Chazy (T),Clinton,Public Water Supply,Groundwater,2017,0.04,0.23,623413,4971592
WWR0000277,"Chenango, Tn",Chenango (T),Broome,Public Water Supply,Groundwater,2017,1.02,1.11,426813,4669570
WWR0000276,Chenango Valley State Park,Fenton (T),Broome,Recreational - Golf Course,Surface Water,2017,0,0.65,431217,4673468
WWR0000279,"Cherry Creek, Vg",Cherry Creek (T),Chautauqua,Public Water Supply,Groundwater,2017,0.03,0.1,161982,4690507
WWR0000280,"Cherry Valley, Vg",Cherry Valley (T),Otsego,Public Water Supply,Groundwater,2017,0.05,0.1,520335,4738299
WWR0000281,Chestertown Water District,Chester (T),Warren,Public Water Supply,Groundwater,2017,0.11,,596603,4833656
WWR0000283,"Chester, Vg",Chester (T),Orange,Public Water Supply,Groundwater; Surface Water,2017,0.46,0.61,560819,4579189
WWR0000284,"Chestnut Hill Country Club, Inc.",Darien (T),Genesee,Recreational - Golf Course,Surface Water,2017,0.05,0.07,223011,4755342
WWR0000261,Chiavetta's Potatoes,Evans (T),Erie,Agricultural,Not Reported,2017,0,,170421,4726254
WWR0000285,Childstock Farms,Malone (T),Franklin,Agricultural,Groundwater; Surface Water,2017,0.01,0.16,555442,4962080
WWR0000286,Chili Country Club,Chili (T),Monroe,Recreational - Golf Course,Groundwater; Surface Water,2017,0,0.03,273794,4770690
WWR0000019,Chobani (Agro-Farma - New Berlin),Columbus (T),Chenango,Industrial,Groundwater,2017,0.62,0.87,473487,4725904
WWR0001836,Christman's Windham House,Windham (T),Greene,Recreational - Golf Course,Groundwater,2017,0.04,0.2,559283,4683968
WWR0000287,Churchville Park Golf Course,Riga (T),Monroe,Recreational - Golf Course,Surface Water,2017,0.02,0.08,264232,4777484
WWR0000288,"Cincinnatus, Tn",Cincinnatus (T),Cortland,Public Water Supply,Groundwater,2017,0.04,0.11,426478,4710270
WWR0000290,Clarksville Water District,New Scotland (T),Albany,Public Water Supply,Groundwater,2017,0.02,0.03,589547,4720447
WWR0000291,"Clayton, Vg",Clayton (T),Jefferson,Public Water Supply,Surface Water,2017,0.15,0.24,413416,4899059
WWR0000292,"Clayville, Vg",Paris (T),Oneida,Public Water Supply,Groundwater,2017,0.04,0.18,479448,4759062
WWR0000294,"Cleveland, Vg",Vienna (T),Oneida,Public Water Supply,Groundwater,2017,0.13,0.22,427973,4787155
WWR0000295,Clifton Park Water Authority,Clifton Park (T),Saratoga,Public Water Supply,Groundwater; Purchase,2017,3.12,5,596250,4745812
WWR0001835,Clifton Springs Country Club,Hopewell (T),Ontario,Recreational - Golf Course,Groundwater; Surface Water,2017,0.02,1.22,325543,4756836
WWR0000299,"Clinton Erie Associates, Inc.",Tyre (T),Seneca,Agricultural,Surface Water,2017,2.33,7.5,354148,4765049
WWR0000301,"Clinton, Vg",Kirkland (T),Oneida,Public Water Supply,Groundwater,2017,0.35,0.37,469202,4766477
WWR0000303,Clover-Leaf Nursery,Colonie (T),Albany,Agricultural,Surface Water,2017,0.11,0.32,605383,4727787
WWR0000304,"Clyde, Vg",Galen (T),Wayne,Public Water Supply,Groundwater,2017,0.17,0.37,347758,4771817
WWR0000305,Clymer Water District,Clymer (T),Chautauqua,Public Water Supply,Groundwater,2017,0.08,0.14,116663,4662496
WWR0000306,Cobblestone Creek Country Club,Victor (T),Ontario,Recreational - Golf Course,Surface Water,2017,0.04,0.38,303526,4765247
WWR0000505,Cobble Stone - Falke Quarry,Lexington (T),Greene,Commercial,Surface Water,2017,0,0,548993,4680847
WWR0000671,Cobble Stone - Hancock Quarry,Hancock (T),Delaware,Commercial,Surface Water,2017,0.34,1.04,480087,4643997
WWR0001393,Cobble Stone - Schoharie Quarry,Schoharie (T),Schoharie,Industrial,Surface Water,2017,0.22,0.33,557147,4724298
WWR0000307,"Cobleskill, Vg",Cobleskill (T),Schoharie,Public Water Supply,Surface Water,2017,0.66,,545806,4723872
WWR0000309,"Cohocton,Vg",Cohocton (T),Steuben,Public Water Supply,Groundwater,2017,0.07,0.22,294996,4708136
WWR0000310,"Cohoes, City",Cohoes (C),Albany,Public Water Supply,Surface Water,2017,2.2,3.5,606373,4736605
WWR0000311,Colarusso Quarry Co.,Greenport (T),Columbia,Mine Dewatering,Surface Water,2017,0.12,0.54,601825,4676803
WWR0000313,Colby Homestead Farms,Ogden (T),Monroe,Agricultural,Groundwater; Surface Water,2017,0.01,,270070,4784380
WWR0001057,"Cold Spring, Vg",Philipstown (T),Putnam,Public Water Supply,Surface Water; Purchase,2017,0.25,0.6,587080,4585667
WWR0000315,Cold Spring Water District,Thompson (T),Sullivan,Public Water Supply,Groundwater,2017,0.01,0.04,525857,4610258
WWR0000318,"Collins, Tn",Collins (T),Erie,Public Water Supply,Groundwater,2017,0.1,0.1,177853,4712276
WWR0000320,Colonie Golf and Country Club,New Scotland (T),Albany,Recreational - Golf Course,Surface Water,2017,0.02,0.2,588994,4721650
WWR0000321,Colton Water District,Colton (T),St. Lawrence,Public Water Supply,Groundwater,2017,0.05,0.2,504900,4933351
WWR0000322,Columbia Golf & Country Club,Claverack (T),Columbia,Recreational - Golf Course,Surface Water,2017,0.03,0.18,607589,4676707
WWR0000324,Conklin Players Club,Conklin (T),Broome,Recreational - Golf Course,Surface Water,2017,0,0.1,433827,4652730
WWR0000325,"Conklin, Tn",Conklin (T),Broome,Public Water Supply,Groundwater,2017,0.24,0.78,433342,4655578
WWR0000326,Conrow Farms,Clarkson (T),Monroe,Agricultural,Surface Water,2017,0,0,259000,4791914
WWR0000461,Consoilidated Edison - East River Generating Station,New York (T),New York,Power - Fossil Fuel,Surface Water,2017,267.5,371.8,586650,4509048
WWR0000002,Consolidated Edison- 59th Street,New York (T),New York,Power - Fossil Fuel,Surface Water,2017,4.32,4.32,584930,4513964
WWR0000328,Cooperstown Dreams Park,Hartwick (T),Otsego,Recreational - Other,Groundwater; Surface Water,2017,0.01,0.12,502920,4720632
WWR0000329,"Cooperstown, Vg",Otsego (T),Otsego,Public Water Supply,Surface Water,2017,0.46,0.79,506380,4727544
WWR0000330,Copake Country Club,Copake (T),Columbia,Recreational - Golf Course,Surface Water,2017,0.07,0.27,615420,4667663
WWR0000331,"Copenhagen, Vg",Denmark (T),Lewis,Public Water Supply,Groundwater,2017,0.09,0.18,445798,4860345
WWR0000333,Corbett Hill Gravel Products,Randolph (T),Cattaraugus,Mine Dewatering,Groundwater; Surface Water,2017,0.33,0.38,173829,4669508
WWR0000336,"Corinth, Vg",Corinth (T),Saratoga,Public Water Supply,Groundwater,2017,0.44,0.68,594771,4788741
WWR0000337,Cornell Harford T & R Center,Harford (T),Cortland,Agricultural,Groundwater,2017,0.07,0.19,397357,4699624
WWR0000339,Cornell University - Ag. Research Facilities (CALS),Ithaca (C),Tompkins,Agricultural,Groundwater; Surface Water,2017,0.01,0.02,378408,4700633
WWR0000342,Cornell University - Heat Exchange Facility,Ithaca (T),Tompkins,Institutional,Surface Water,2017,20,45,376457,4703254
WWR0001880,Cornell University - Hydroelectric Plant,Ithaca (C),Tompkins,Power - Other,Surface Water,2017,60,95,377876,4701042
WWR0000343,Cornell University - Water Filtration Plant,Ithaca (T),Tompkins,Institutional,Surface Water,2017,2.52,3.29,380277,4701208
WWR0001924,Corn Hill Landing,Rochester (C),Monroe,Commercial,Surface Water,2017,0.99,0.99,287707,4780775
WWR0000352,"Corning, City",Corning (C),Steuben,Public Water Supply,Groundwater,2017,1,1.1,330828,4667602
WWR0000346,Corning Country Club,Corning (T),Steuben,Recreational - Golf Course,Groundwater,2017,0.02,0.19,333755,4665418
WWR0000350,Corning Inc,Corning (C),Steuben,Commercial,Groundwater,2017,1.58,3.1,329804,4668036
WWR0000349,Corning Inc - Big Flats,Big Flats (T),Chemung,Industrial,Groundwater,2017,0.03,0.1,341162,4666678
WWR0000348,Corning Inc - Canton Plant,Dekalb (T),St. Lawrence,Industrial,Groundwater; Surface Water,2017,0.02,0.04,474861,4933973
WWR0000351,Corning Inc - Sullivan Park,Erwin (T),Steuben,Commercial,Groundwater,2017,0.2,0.5,324488,4669741
WWR0000353,"Corning, Tn - Corning Manor Water District",Corning (T),Steuben,Public Water Supply,Groundwater; Purchase,2017,0.09,0.43,331815,4665277
WWR0000356,Cortland Asphalt Products,Cortlandville (T),Cortland,Industrial,Groundwater,2017,0.02,0.05,405751,4719899
WWR0000358,"Cortland, City",Cortland (C),Cortland,Public Water Supply,Groundwater,2017,2.24,2.95,403321,4716960
WWR0000357,Cortland Country Club,Cortlandville (T),Cortland,Recreational - Golf Course,Groundwater,2017,0.08,0.4,402691,4719860
WWR0000359,"Cortlandville, Tn",Cortlandville (T),Cortland,Public Water Supply,Groundwater,2017,0.71,1.37,400691,4714951
WWR0001934,Country Club at Otterkill,Hamptonburgh (T),Orange,Recreational - Golf Course,Groundwater; Surface Water,2017,0.14,0.19,564562,4590611
WWR0000361,Country Club of Buffalo,Amherst (T),Erie,Recreational - Golf Course,Groundwater,2017,0.04,0.19,196059,4764527
WWR0000362,Country Club of Rochester,Brighton (T),Monroe,Recreational - Golf Course,Surface Water,2017,0.02,0.35,293806,4778220
WWR0001568,Country Club of Troy,Brunswick (T),Rensselaer,Recreational - Golf Course,Surface Water,2017,0.02,0.21,611025,4731194
WWR0000363,Country Crossing,Woodbury (T),Orange,Public Water Supply,Groundwater,2017,0.02,0.1,571196,4579569
WWR0000586,Country Side Sand & Gravel,Dayton (T),Cattaraugus,Mine Dewatering,Surface Water,2017,2.35,3.6,171370,4698386
WWR0000366,"County Line Stone Co, Inc",Newstead (T),Erie,Mine Dewatering,Surface Water,2017,13.6,17.5,216994,4763484
WWR0000368,"Coxsackie, Vg",Coxsackie (T),Greene,Public Water Supply,Surface Water,2017,0.53,1.14,598210,4689994
WWR0000369,Coyne Farms,Avon (T),Livingston,Agricultural,Groundwater,2017,0.02,0.03,280525,4753883
WWR0000370,Crag Burn Golf Club,Elma (T),Erie,Recreational - Golf Course,Surface Water,2017,0.06,0.32,199547,4744178
WWR0001917,Cragie Brae Golf Course,Chili (T),Monroe,Recreational - Golf Course,Groundwater,2017,0.07,0.14,272208,4769368
WWR0000372,Cranesville - Eastern Quarry,Kingston (T),Ulster,Mine Dewatering,Surface Water,2017,0.17,0.5,578353,4648781
WWR0000373,Cranesville - Hudson Valley Sand & Stone,Moreau (T),Saratoga,Mine Dewatering,Surface Water,2017,0.57,1.37,605539,4786473
WWR0000375,Cranesville - Scotia Sand & Stone,Glenville (T),Schenectady,Mine Dewatering,Surface Water,2017,0.46,1.37,582730,4744229
WWR0000376,Cranesville - Tully Pit,Tully (T),Onondaga,Mine Dewatering,Surface Water,2017,0.48,1.44,406869,4740349
WWR0000377,Cranesville - Watertown,Watertown (T),Jefferson,Mine Dewatering,Surface Water,2017,0.43,0.43,429579,4866185
WWR0001865,Crest Valley Farm,Nichols (T),Tioga,Agricultural,Surface Water,2017,0,0,379795,4654233
WWR0001942,"Cricket Valley Energy Center, LLC",Dover (T),Dutchess,Power - Fossil Fuel,Groundwater,2017,0,0.01,618212,4614765
WWR0000379,Crist Bros Orchards,Montgomery (T),Orange,Agricultural,Groundwater; Surface Water,2017,0.05,0.3,569713,4600227
WWR0000380,"Croghan, Vg",Croghan (T),Lewis,Public Water Supply,Groundwater,2017,0.17,0.3,468518,4860230
WWR0000382,Cronin's Golf Resort,Warrensburg (T),Warren,Recreational - Golf Course,Groundwater; Surface Water,2017,0.08,0.12,596105,4818488
WWR0000383,Croton on Hudson,Cortlandt (T),Westchester,Public Water Supply,Groundwater,2017,1,1.62,594946,4563519
WWR0000384,"Crown Point, Tn",Crown Point (T),Essex,Public Water Supply,Surface Water,2017,0.1,0.2,627183,4867413
WWR0000385,Crystal Water Supply Co,Thompson (T),Sullivan,Public Water Supply,Groundwater,2017,0.03,0.05,525783,4616573
WWR0000386,CTS Dairy,Ellisburg (T),Jefferson,Agricultural,Groundwater,2017,0.04,0.04,406399,4843252
WWR0000387,"Cuba, Vg",Cuba (T),Allegany,Public Water Supply,Groundwater,2017,0.2,0.48,229677,4679113
WWR0000388,CY Farms LLC,Elba (T),Genesee,Agricultural,Groundwater; Surface Water,2017,0.05,1,246442,4776797
WWR0000390,Dagele Bros Produce,Warwick (T),Orange,Agricultural,Groundwater,2017,0.05,0.12,550710,4574792
WWR0000393,"Damin Farm, LLC",Prattsburg (T),Steuben,Agricultural,Groundwater,2017,0.05,0.06,313211,4712048
WWR0000395,Danskammer Generating,Newburgh (T),Orange,Power - Fossil Fuel,Surface Water,2017,5.43,142.9,586117,4603016
WWR0000396,"Dansville, Vg",North Dansville (T),Livingston,Public Water Supply,Groundwater; Surface Water,2017,0.5,0.63,278711,4715422
WWR0000399,Davenport Farms,Marbletown (T),Ulster,Agricultural,Surface Water,2017,0.08,0.1,571840,4634362
WWR0000401,Davos / Riverside Water System,Fallsburg (T),Sullivan,Public Water Supply,Groundwater,2017,0.05,0.13,532015,4618369
WWR0000392,DCWWA - Dalton Farms,Beekman (T),Dutchess,Public Water Supply,Groundwater,2017,0.1,0.21,608292,4608207
WWR0001943,DCWWA - Greenfields Water District,Hyde Park (T),Dutchess,Public Water Supply,Groundwater,2017,0.05,0.09,593439,4624373
WWR0000776,DCWWA - Hyde Park,Hyde Park (T),Dutchess,Public Water Supply,Surface Water,2017,1,1.3,588366,4625476
WWR0001944,DCWWA - Quaker Hill Water District,Hyde Park (T),Dutchess,Public Water Supply,Groundwater,2017,0.03,0.17,593705,4629738
WWR0001595,DCWWA - Valley Dale (Hillis Park),Pleasant Valley (T),Dutchess,Public Water Supply,Groundwater,2017,0.03,0.06,598406,4620186
WWR0000403,DeBuck's Sod Farm,Warwick (T),Orange,Agricultural,Groundwater; Surface Water,2017,0.2,1,541361,4572646
WWR0000406,Deerfield Country Club,Clarkson (T),Monroe,Recreational - Golf Course,Surface Water,2017,0.06,0.59,267826,4792385
WWR0000407,Deerwood Golf Course,North Tonawanda (C),Niagara,Recreational - Golf Course,Surface Water,2017,0.04,0.29,187978,4772312
WWR0000409,Delaney Crushed Stone,Northampton (T),Fulton,Commercial,Groundwater; Surface Water,2017,0.11,0.17,565396,4787605
